Compound,Neutral.Formula,CAS,CAS_RN,InChIKey,mz,Adduct,Charge,CCS,SD,RSD,CCS.z,Peak.N,Kingdom,Super.Class,Class,Subclass,N.Rep,Sources
FA (17:0),C17H34O2,506-12-7,CAS_RN:506-12-7,KEMQGTRYUADPNZ-UHFFFAOYSA-N,269.2486,[M-H],-1,164.1,0.042,3.00E-04,164.1,1,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,3,0
FA (17:0),C17H34O2,506-12-7,CAS_RN:506-12-7,KEMQGTRYUADPNZ-UHFFFAOYSA-N,297.2843,[M+Cl],-1,171.9,0.083,5.00E-04,171.9,1,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,3,0
FA (17:0),C17H34O2,506-12-7,CAS_RN:506-12-7,KEMQGTRYUADPNZ-UHFFFAOYSA-N,271.2625,[M+H],1,189.6,0.193,0.001,189.6,1,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,3,0
FA (19:0),C19H38O2,646-30-0,CAS_RN:646-30-0,ISYWECDDZWTKFF-UHFFFAOYSA-N,299.2936,[M+H],1,196.5,0.151,8.00E-04,196.5,1,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,3,0
Ferulate,C10H10O4,1135-24-6,CAS_RN:1135-24-6,KSEBMYQBYZTDHS-HWKANZROSA-N,193.0524,[M-H],-1,140.1,0.507,0.0036,140.1,1,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,4,8
Flavin Adenine Dinucleotide,C27H33N9O15P2,84366-81-4,CAS_RN:84366-81-4,XLRHXNIVIZZOON-WFUPGROFSA-L,806.1285,[M-2H+Na],-1,256.2,0.183,7.00E-04,256.2,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Flavin nucleotides,NA,4,8
Flavin Adenine Dinucleotide,C27H33N9O15P2,84366-81-4,CAS_RN:84366-81-4,XLRHXNIVIZZOON-WFUPGROFSA-L,784.1493,[M-H],-1,238.5,0.45,0.0019,238.5,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Flavin nucleotides,NA,4,8
Flavin Adenine Dinucleotide,C27H33N9O15P2,84366-81-4,CAS_RN:84366-81-4,XLRHXNIVIZZOON-WFUPGROFSA-L,392.2711,[M+2H],2,239.4,2.173,0.0091,119.7,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Flavin nucleotides,NA,3,7
Flavin Adenine Dinucleotide,C27H33N9O15P2,84366-81-4,CAS_RN:84366-81-4,XLRHXNIVIZZOON-WFUPGROFSA-L,786.1609,[M+H],1,249.2,0.387,0.0016,249.2,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Flavin nucleotides,NA,4,8
Flavin Adenine Dinucleotide,C27H33N9O15P2,84366-81-4,CAS_RN:84366-81-4,XLRHXNIVIZZOON-WFUPGROFSA-L,808.1427,[M+Na],1,250.5,0.419,0.0017,250.5,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Flavin nucleotides,NA,4,8
Fludioxonil,C12H6F2N2O2,131341-86-1,CAS_RN:131341-86-1,MUJOIMFVNIBMKC-UHFFFAOYSA-N,247.0319,[M-H],-1,147.8,0.173,0.0012,147.8,1,Organic compounds,Organoheterocyclic compounds,Benzodioxoles,NA,3,7
Fludioxonil,C12H6F2N2O2,131341-86-1,CAS_RN:131341-86-1,MUJOIMFVNIBMKC-UHFFFAOYSA-N,271.0295,[M+Na],1,164.6,0.399,0.0024,164.6,1,Organic compounds,Organoheterocyclic compounds,Benzodioxoles,NA,3,7
Fluometuron,C10H11F3N2O,2164-17-2,CAS_RN:2164-17-2,RZILCCPWPBTYDO-UHFFFAOYSA-N,231.0745,[M-H],-1,147.8,0.058,4.00E-04,147.8,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,N-phenylureas,3,7
Fluometuron,C10H11F3N2O,2164-17-2,CAS_RN:2164-17-2,RZILCCPWPBTYDO-UHFFFAOYSA-N,233.0902,[M+H],1,151.2,0.679,0.0045,151.2,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,N-phenylureas,3,7
Fluometuron,C10H11F3N2O,2164-17-2,CAS_RN:2164-17-2,RZILCCPWPBTYDO-UHFFFAOYSA-N,255.0721,[M+Na],1,160.2,1.136,0.0071,160.2,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,N-phenylureas,3,7
Fluoranthene,C16H10,206-44-0,CAS_RN:206-44-0,GVEPBJHOBDJJJI-UHFFFAOYSA-N,202.0783,[M*],1,136.7,0.297,0.0022,136.7,1,Organic compounds,Benzenoids,Naphthalenes,NA,3,7
Fluoranthene,C16H10,206-44-0,CAS_RN:206-44-0,GVEPBJHOBDJJJI-UHFFFAOYSA-N,203.0861,[M+H],1,137.2,0.38,0.0028,137.2,1,Organic compounds,Benzenoids,Naphthalenes,NA,3,7
Fluorene,C13H10,86-73-7,CAS_RN:86-73-7,NIHNNTQXNPWCJQ-UHFFFAOYSA-N,166.0782,[M*],1,130.1,0.542,0.0042,130.1,1,Organic compounds,Benzenoids,Fluorenes,NA,3,7
Folate,C19H19N7O6,59-30-3,CAS_RN:59-30-3,OVBPIULPVIDEAO-LBPRGKRZSA-N,462.115,[M-2H+Na],-1,201.3,0.183,9.00E-04,201.3,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Folate,C19H19N7O6,59-30-3,CAS_RN:59-30-3,OVBPIULPVIDEAO-LBPRGKRZSA-N,440.1335,[M-H],-1,192.1,0.173,9.00E-04,192.1,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Folate,C19H19N7O6,59-30-3,CAS_RN:59-30-3,OVBPIULPVIDEAO-LBPRGKRZSA-N,442.1447,[M+H],1,195.8,0.925,0.0047,195.8,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Folate,C19H19N7O6,59-30-3,CAS_RN:59-30-3,OVBPIULPVIDEAO-LBPRGKRZSA-N,464.1262,[M+Na],1,205.5,0.377,0.0018,205.5,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Formononetin,C16H12O4,485-72-3,CAS_RN:485-72-3,HKQYGTCOTHHOMP-UHFFFAOYSA-N,267.0657,[M-H],-1,168.5,0.834,0.005,168.5,1,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,O-methylated isoflavonoids,3,7
Formononetin,C16H12O4,485-72-3,CAS_RN:485-72-3,HKQYGTCOTHHOMP-UHFFFAOYSA-N,291.0633,[M+Na],1,175,0.424,0.0024,175,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,N-phenylureas,3,7
Fructose,C6H12O6,57-48-7,CAS_RN:57-48-7,BJHIKXHVCXFQLS-UYFOZJQFSA-N,203.0529,[M+Na],1,141.7,0.41,0.0029,141.7,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Fructose Bisphosphate,C6H14O12P2,488-69-7,CAS_RN:488-69-7,RNBGYGVWRKECFJ-ARQDHWQXSA-N,360.9747,[M-2H+Na],-1,197.1,1.168,0.0059,197.1,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Fructose-1-phosphate,C6H13O9P,15978-08-2,CAS_RN:15978-08-2,RHKKZBWRNHGJEZ-VRPWFDPXSA-N,259.0219,[M-H],-1,146.3,0.869,0.0059,146.3,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,3,7
Fructose-1-phosphate,C6H13O9P,15978-08-2,CAS_RN:15978-08-2,RHKKZBWRNHGJEZ-VRPWFDPXSA-N,283.0195,[M+Na],1,158.2,0.436,0.0028,158.2,1,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,O-methylated isoflavonoids,3,7
Fructose-6-phosphate,C6H13O9P,26177-86-6,CAS_RN:26177-86-6,WJTRLMLMSLDAPQ-CCXTYWFUSA-L,281.0038,[M-2H+Na],-1,154.8,0.299,0.0019,154.8,1,NA,NA,NA,NA,4,8
Fructose-6-phosphate,C6H13O9P,26177-86-6,CAS_RN:26177-86-6,WJTRLMLMSLDAPQ-CCXTYWFUSA-L,259.0226,[M-H],-1,144.3,0.206,0.0014,144.3,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,1,8
Fructose-6-phosphate,C6H13O9P,26177-86-6,CAS_RN:26177-86-6,WJTRLMLMSLDAPQ-CCXTYWFUSA-L,283.0182,[M+Na],1,154.3,0.171,0.0011,154.3,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Fucose,C6H12O5,2438-80-4,CAS_RN:2438-80-4,SHZGCJCMOBCMKK-DHVFOXMCSA-N,187.0581,[M+Na],1,138.6,0.404,0.0029,138.6,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Fullerene C70,C70,115383-22-7,CAS_RN:115383-22-7,ATLMFJTZZPOKLC-UHFFFAOYSA-N,840,[M*],1,226.1,2.645,0.0117,226.1,1,Inorganic compounds,Polyhedralcarbon molecules,NA,NA,1,1
Fumaric Acid,C4H4O4,110-17-8,CAS_RN:110-17-8,VZCYOOQTPOCHFL-OWOJBTEDSA-N,139.0007,[M+Na],1,132.8,0.4,0.003,132.8,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,3,"7, 8"
Galactarate,C6H10O8,526-99-8,CAS_RN:526-99-8,DSLZVSRJTYRBFB-DUHBMQHGSA-N,231.0116,[M-2H+Na],-1,137.5,0.556,0.004,137.5,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Galactarate,C6H10O8,526-99-8,CAS_RN:526-99-8,DSLZVSRJTYRBFB-DUHBMQHGSA-N,209.0299,[M-H],-1,132.9,0.436,0.0033,132.9,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Galactarate,C6H10O8,526-99-8,CAS_RN:526-99-8,DSLZVSRJTYRBFB-DUHBMQHGSA-N,233.0247,[M+Na],1,146.9,0.15,0.001,146.9,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Galactitol,C6H14O6,608-66-2,CAS_RN:608-66-2,FBPFZTCFMRRESA-GUCUJZIJSA-N,181.0719,[M-H],-1,130.8,0.48,0.0037,130.8,2,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Galactitol,C6H14O6,608-66-2,CAS_RN:608-66-2,FBPFZTCFMRRESA-GUCUJZIJSA-N,205.0664,[M+Na],1,143.4,1.466,0.0102,143.4,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,7,"7, 8"
Galactose,C6H12O6,59-23-4,CAS_RN:59-23-4,WQZGKKKJIJFFOK-PHYPRBDBSA-N,203.0528,[M+Na],1,142,0.26,0.0018,142,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Galactose-1-phosphate,C6H13O9P,19046-60-7,CAS_RN:19046-60-7,KCIDZIIHRGYJAE-YGFYJFDDSA-L,259.024,[M-H],-1,148.2,0.096,6.00E-04,148.2,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Galactose-1-phosphate,C6H13O9P,19046-60-7,CAS_RN:19046-60-7,KCIDZIIHRGYJAE-YGFYJFDDSA-L,298.9924,[M+K],1,158.3,0.606,0.0038,158.3,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Galactose-1-phosphate,C6H13O9P,19046-60-7,CAS_RN:19046-60-7,KCIDZIIHRGYJAE-YGFYJFDDSA-L,283.0183,[M+Na],1,157.5,0.33,0.0021,157.5,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Galacturonate,C6H10O7,91510-62-2,CAS_RN:91510-62-2,AEMOLEFTQBMNLQ-BKBMJHBISA-N,193.0356,[M-H],-1,131.4,0.316,0.0024,131.4,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Galacturonate,C6H10O7,91510-62-2,CAS_RN:91510-62-2,AEMOLEFTQBMNLQ-BKBMJHBISA-N,217.0322,[M+Na],1,145.3,0.15,0.001,145.3,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
gamma-Linolenate,C18H30O2,506-26-3,CAS_RN:506-26-3,VZCCETWTMQHEPK-QNEBEIHSSA-N,277.2164,[M-H],-1,174.5,0.55,0.0032,174.5,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Lineolic acids and derivatives,4,8
"gamma,beta-Tocopherol",C28H48O2,54-28-4,CAS_RN:54-28-4,QUEDXNHFTDJVIY-DQCZWYHMSA-N,415.3569,[M-H],-1,207.9,0.207,0.001,207.9,1,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,3,7
"gamma,beta-Tocopherol",C28H48O2,54-28-4,CAS_RN:54-28-4,QUEDXNHFTDJVIY-DQCZWYHMSA-N,417.3726,[M+H],1,209.8,0.581,0.0028,209.8,1,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,3,7
Genistein,C15H10O5,446-72-0,CAS_RN:446-72-0,TZBJGXHYKVUXJN-UHFFFAOYSA-N,269.045,[M-H],-1,163.6,0.115,7.00E-04,163.6,1,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Isoflav-2-enes,3,7
Genistein,C15H10O5,446-72-0,CAS_RN:446-72-0,TZBJGXHYKVUXJN-UHFFFAOYSA-N,271.0606,[M+H],1,162.3,0.258,0.0016,162.3,1,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Isoflav-2-enes,3,7
Genistein,C15H10O5,446-72-0,CAS_RN:446-72-0,TZBJGXHYKVUXJN-UHFFFAOYSA-N,293.0426,[M+Na],1,176.5,0.074,4.00E-04,176.5,1,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Isoflav-2-enes,3,7
Geranyl Diphosphate,C10H20O7P2,763-10-0,CAS_RN:763-10-0,GVVPGTZRZFNKDS-JXMROGBWSA-N,335.0431,[M-2H+Na],-1,173.8,0.038,2.00E-04,173.8,1,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Isoprenoid phosphates,4,8
Geranyl Diphosphate,C10H20O7P2,763-10-0,CAS_RN:763-10-0,GVVPGTZRZFNKDS-JXMROGBWSA-N,313.0602,[M-H],-1,167.5,0.718,0.0043,167.5,1,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Isoprenoid phosphates,4,8
Glucosaminate,C6H13NO6,3646-68-2,CAS_RN:3646-68-2,UFYKDFXCZBTLOO-TXICZTDVSA-N,194.0673,[M-H],-1,136.1,0.852,0.0063,136.1,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Glucosaminate,C6H13NO6,3646-68-2,CAS_RN:3646-68-2,UFYKDFXCZBTLOO-TXICZTDVSA-N,196.0826,[M+H],1,141.8,0.082,6.00E-04,141.8,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Glucosaminate,C6H13NO6,3646-68-2,CAS_RN:3646-68-2,UFYKDFXCZBTLOO-TXICZTDVSA-N,218.0626,[M+Na],1,146.6,0.403,0.0027,146.6,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Glucosamine-6-phosphate,C6H14NO8P,70442-23-8,CAS_RN:70442-23-8,XTXCKRQPOHPMNY-UHFFFAOYSA-N,258.039,[M-H],-1,148.2,0.271,0.0018,148.2,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Glucosamine-6-sulfate,C6H13NO8S,91674-26-9,CAS_RN:91674-26-9,MTDHILKWIRSIHB-QZABAPFNSA-N,258.0292,[M-H],-1,149.5,0.129,9.00E-04,149.5,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Glucuronate,C6H10O7,207300-70-7,CAS_RN:207300-70-7,ICQRTPLATMRWJI-JLWXJWIASA-M,193.0351,[M-H],-1,131.8,0.465,0.0035,131.8,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Glucuronate,C6H10O7,207300-70-7,CAS_RN:207300-70-7,ICQRTPLATMRWJI-JLWXJWIASA-M,217.0303,[M+Na],1,150.1,0.356,0.0024,150.1,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Glufosinate-ammonium,C5H15N2O4P,77182-82-2,CAS_RN:77182-82-2,ZBMRKNMTMPPMMK-UHFFFAOYSA-N,180.0426,[M-H],-1,135.4,0.694,0.0051,135.4,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3,7
Glufosinate-ammonium,C5H15N2O4P,77182-82-2,CAS_RN:77182-82-2,ZBMRKNMTMPPMMK-UHFFFAOYSA-N,182.0582,[M+H],1,139.3,0.886,0.0064,139.3,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3,7
Glufosinate-ammonium,C5H15N2O4P,77182-82-2,CAS_RN:77182-82-2,ZBMRKNMTMPPMMK-UHFFFAOYSA-N,204.0402,[M+Na],1,141.8,0.664,0.0047,141.8,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3,7
Glutamine,C5H10N2O3,56-85-9,CAS_RN:56-85-9,ZDXPYRJPNDTMRX-VKHMYHEASA-N,145.0628,[M-H],-1,127.7,0.686,0.0054,127.7,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Glutamine,C5H10N2O3,56-85-9,CAS_RN:56-85-9,ZDXPYRJPNDTMRX-VKHMYHEASA-N,147.0762,[M+H],1,130.9,0.082,6.00E-04,130.9,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Glutamine,C5H10N2O3,56-85-9,CAS_RN:56-85-9,ZDXPYRJPNDTMRX-VKHMYHEASA-N,169.0589,[M+Na],1,137.2,0.893,0.0065,137.2,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3,7
Glutarate,C5H8O4,110-94-1,CAS_RN:110-94-1,JFCQEDHGNNZCLN-UHFFFAOYSA-N,153.017,[M-2H+Na],-1,129.3,0.526,0.0041,129.3,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,8,8
Glutarate,C5H8O4,110-94-1,CAS_RN:110-94-1,JFCQEDHGNNZCLN-UHFFFAOYSA-N,131.0361,[M-H],-1,121.7,0.721,0.0059,121.7,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,8,8
Glutarylcarnitine,C12H21NO6,102636-82-8,CAS_RN:102636-82-8,NXJAXUYOQLTISD-SECBINFHSA-N,274.1299,[M-H],-1,165.5,0.374,0.0023,165.5,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acid esters,4,8
Glutarylcarnitine,C12H21NO6,102636-82-8,CAS_RN:102636-82-8,NXJAXUYOQLTISD-SECBINFHSA-N,276.1415,[M+H],1,161.1,0.141,9.00E-04,161.1,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acid esters,4,8
Glutarylcarnitine,C12H21NO6,102636-82-8,CAS_RN:102636-82-8,NXJAXUYOQLTISD-SECBINFHSA-N,298.1242,[M+Na],1,167.5,0.794,0.0047,167.5,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acid esters,4,8
Glutathione (Reduced),C10H17N3O6S,70-18-8,CAS_RN:70-18-8,RWSXRVCMGQZWBV-WDSKDSINSA-N,328.0589,[M-2H+Na],-1,164.8,0.222,0.0013,164.8,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Glutathione (Reduced),C10H17N3O6S,70-18-8,CAS_RN:70-18-8,RWSXRVCMGQZWBV-WDSKDSINSA-N,306.0776,[M-H],-1,162.8,0.898,0.0055,162.8,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",7,"7, 8"
Glutathione (Reduced),C10H17N3O6S,70-18-8,CAS_RN:70-18-8,RWSXRVCMGQZWBV-WDSKDSINSA-N,308.0911,[M+H],1,167.9,0.082,5.00E-04,167.9,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Glutathione (Reduced),C10H17N3O6S,70-18-8,CAS_RN:70-18-8,RWSXRVCMGQZWBV-WDSKDSINSA-N,330.0712,[M+Na],1,167.1,0.319,0.0019,167.1,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",7,"7, 8"
Glycerate,C3H6O4,473-81-4,CAS_RN:473-81-4,RBNPOMFGQQGHHO-UWTATZPHSA-N,105.0225,[M-H],-1,112.8,0.858,0.0076,112.8,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,5,8
Glycerol-3-phosphate,C3H9O6P,29849-82-9,CAS_RN:29849-82-9,FWIDSLORBURWJY-CFMHHUGTSA-N,171.0069,[M-H],-1,127.4,0.311,0.0024,127.4,1,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates,4,8
Glycerol-3-phosphate,C3H9O6P,29849-82-9,CAS_RN:29849-82-9,FWIDSLORBURWJY-CFMHHUGTSA-N,195.0043,[M+Na],1,137.2,0.216,0.0016,137.2,1,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates,4,8
Glyceryl Monomyristate,C17H34O4,589-68-4,CAS_RN:589-68-4,DCBSHORRWZKAKO-UHFFFAOYSA-N,325.2341,[M+Na],1,183.5,0.413,0.0022,183.5,1,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,4,8
Glyceryl Trimyristate,C45H86O6,555-45-3,CAS_RN:555-45-3,MMKRHZKQPFCLLS-UHFFFAOYSA-N,745.6284,[M+Na],1,291.2,0.359,0.0012,291.2,1,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,4,8
Glycochenodeoxycholate,C26H43NO5,16564-43-5,CAS_RN:16564-43-5,AAYACJGHNRIFCT-UHFFFAOYSA-M,448.3102,[M-H],-1,200.6,0.238,0.0012,200.6,1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",4,8
Glycochenodeoxycholate,C26H43NO5,16564-43-5,CAS_RN:16564-43-5,AAYACJGHNRIFCT-UHFFFAOYSA-M,450.3205,[M+H],1,196.9,0.238,0.0012,196.9,1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",4,8
Glycochenodeoxycholate,C26H43NO5,16564-43-5,CAS_RN:16564-43-5,AAYACJGHNRIFCT-UHFFFAOYSA-M,472.3056,[M+Na],1,203.8,0.45,0.0022,203.8,1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",4,8
Glycocholate,C26H43NO6,475-31-0,CAS_RN:475-31-0,RFDAIACWWDREDC-FRVQLJSFSA-N,464.306,[M-H],-1,202.2,0.129,6.00E-04,202.2,1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",4,8
Glycocholate,C26H43NO6,475-31-0,CAS_RN:475-31-0,RFDAIACWWDREDC-FRVQLJSFSA-N,466.3162,[M+H],1,199.7,0.15,8.00E-04,199.7,1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",4,8
Glycocholate,C26H43NO6,475-31-0,CAS_RN:475-31-0,RFDAIACWWDREDC-FRVQLJSFSA-N,504.2694,[M+K],1,208.4,0.868,0.0042,208.4,1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",4,8
Glycocholate,C26H43NO6,475-31-0,CAS_RN:475-31-0,RFDAIACWWDREDC-FRVQLJSFSA-N,488.2993,[M+Na],1,202.5,0.492,0.0024,202.5,2,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",4,8
Glyphospate,C3H8NO5P,1071-83-6,CAS_RN:1071-83-6,XDDAORKBJWWYJS-UHFFFAOYSA-N,168.0063,[M-H],-1,128.6,0.152,0.0012,128.6,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3,7
Glyphospate,C3H8NO5P,1071-83-6,CAS_RN:1071-83-6,XDDAORKBJWWYJS-UHFFFAOYSA-N,192.0039,[M+Na],1,140.3,0.274,0.002,140.3,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3,7
Guanidinoacetate,C3H7N3O2,352-97-6,CAS_RN:352-97-6,BPMFZUMJYQTVII-UHFFFAOYSA-N,118.0609,[M+H],1,125.4,0.659,0.0052,125.4,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",7,"7, 8"
Guanidinoacetate,C3H7N3O2,352-97-6,CAS_RN:352-97-6,BPMFZUMJYQTVII-UHFFFAOYSA-N,140.0429,[M+Na],1,134.4,0.51,0.0038,134.4,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Guanidinosuccinate,C5H9N3O4,6133-30-8,CAS_RN:6133-30-8,VVHOUVWJCQOYGG-REOHCLBHSA-N,196.0347,[M-2H+Na],-1,147,0.141,0.001,147,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Guanidinosuccinate,C5H9N3O4,6133-30-8,CAS_RN:6133-30-8,VVHOUVWJCQOYGG-REOHCLBHSA-N,174.0523,[M-H],-1,130.4,0.311,0.0024,130.4,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Guanidinosuccinate,C5H9N3O4,6133-30-8,CAS_RN:6133-30-8,VVHOUVWJCQOYGG-REOHCLBHSA-N,176.0672,[M+H],1,136.9,0.287,0.0021,136.9,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Guanidinosuccinate,C5H9N3O4,6133-30-8,CAS_RN:6133-30-8,VVHOUVWJCQOYGG-REOHCLBHSA-N,198.0487,[M+Na],1,148.5,0.839,0.0056,148.5,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
